ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
3029	21	Woman	1	Retired	On-line	No	3	Saloon	23753	Automatic	Diesel		0.1172518421921477
3030	67	Man	2	"Public Sector - Manager"	Agency	Yes	17	Sport	23015	Automatic	Petrol		0.38290035480887319
3031	34	Woman	2	Independant	Agency	Yes	15	Sport	12495	Automatic	Diesel		0.21249642655628564
3032	57	Woman	4+	Independant	On-line	No	12	Estate	22520	Automatic	Diesel		0.029838607508093015
3033	27	Man	2	Student	Agency	No	9	Sport	16062	Automatic	Petrol		0.25820450982774679
3034	68	Woman	4+	Government	On-line	No	12	Estate	16384	Automatic	Petrol		-0.11112547130611375
3035	72	Woman	0	"Private Sector - Employee"	On-line	No	18	Saloon	13923	Automatic	Diesel		0.049128091315033255
3036	20	Man	4+	Independant	On-line	Yes	2	Sport	18692	Automatic	Diesel		0.39233995186977877
3037	54	Man	0	"Private Sector - Employee"	On-line	No	11	Sport	18671	Automatic	Petrol		0.31177581338276317
3038	58	Woman	4+	"Private Sector - Employee"	Agency	No	9	Estate	24122	Automatic	Petrol		-0.12973683956311954
3040	74	Woman	2	Retired	Agency	No	20	Saloon	19669	Automatic	Diesel		0.024208484640225361
3042	48	Man	2	Independant	Agency	Yes	19	Estate	42840	Automatic	Petrol		0.031679163098788377
3045	37	Woman	4+	"Private Sector - Employee"	Agency	No	15	Sport	26062	Automatic	Diesel		0.21422767478588758
3046	42	Woman	3	"Private Sector - Director"	Agency	Yes	4	Estate	40471	Automatic	Diesel		-0.054531511174724406
3047	45	Woman	4+	Student	Agency	No	14	Estate	23113	Automatic	Petrol		-0.060962802374701495
3048	28	Man	1	Government	On-line	No	10	Sport	12766	Manual	Diesel		0.36744000819328748
3049	51	Woman	4+	Unemployed	Agency	No	19	Estate	25184	Automatic	Petrol		-0.034408336389073202
3050	41	Man	4+	Retired	Agency	No	5	Estate	27673	Automatic	Diesel		0.20763669415615779
3051	54	Woman	4+	"Public Sector - Manager"	Agency	Yes	7	Saloon	37774	Automatic	Diesel		0.14374343768921988
3052	52	Man	2	"Private Sector - Director"	Agency	No	6	Sport	27102	Manual	Diesel		0.38308272746043515
3053	23	Man	2	Retired	Agency	No	5	Sport	21486	Manual	Diesel		0.42076442520130675
3054	50	Man	3	"Private Sector - Director"	Agency	No	10	Sport	25923	Automatic	Diesel		0.38134271137757436
3055	71	Woman	2	"Public Sector - Manager"	Agency	No	8	Saloon	27870	Automatic	Diesel		0.17548982145806447
3058	19	Woman	4+	"Private Sector - Manager"	Agency	No	1	Sport	47138	Manual	Diesel		0.20950537436444336
3060	27	Man	2	Independant	Agency	No	9	Estate	18406	Manual	Petrol		0.11489984125967573
3061	21	Woman	0	Independant	Agency	No	3	Sport	25652	Automatic	Petrol		0.35110724841745655
3062	44	Woman	1	"Private Sector - Director"	Agency	No	16	Estate	45129	Automatic	Petrol		-0.12994240238538171
3063	38	Woman	2	Student	Agency	No	10	Saloon	18708	Automatic	Diesel		0.068386276851625058
3064	53	Woman	2	"Public Sector - Manager"	Agency	No	15	Estate	17184	Automatic	Petrol		0.03732936726134807
3065	54	Woman	4+	Student	Agency	No	16	Sport	34914	Automatic	Diesel		0.20456292582091781
3066	47	Woman	1	Government	Agency	No	5	Estate	17508	Automatic	Diesel		0.017428113701145824
3067	34	Woman	1	"Private Sector - Manager"	Agency	No	6	Sport	23755	Manual	Petrol		0.1958654804330367
3068	53	Man	3	Independant	Agency	No	11	Estate	31591	Automatic	Diesel		0.17556709277995891
3069	42	Man	1	Retired	Agency	Yes	12	Estate	24222	Automatic	Diesel		0.12434118475051413
3071	43	Man	2	"Public Sector - Employee"	On-line	No	11	Estate	29078	Automatic	Diesel		0.17382524270615268
3072	22	Man	2	Student	Agency	No	4	Saloon	20830	Automatic	Petrol		0.13027396295641572
3073	65	Man	1	"Public Sector - Employee"	Agency	Yes	19	Saloon	34818	Automatic	Diesel		0.17636739412202193
3074	55	Woman	0	"Public Sector - Manager"	Agency	No	4	Saloon	44119	Automatic	Petrol		0.14059810354224472
3076	67	Man	4+	"Private Sector - Employee"	Agency	No	4	Saloon	17541	Automatic	Diesel		0.064782034296757024
3077	25	Man	2	Retired	Agency	No	7	Estate	41782	Automatic	Diesel		0.20944878825039195
3079	43	Woman	0	"Public Sector - Manager"	Agency	No	11	Saloon	30425	Automatic	Diesel		0.30118338245877463
3080	25	Woman	4+	Student	Agency	No	7	Sport	18869	Automatic	Diesel		0.2529292736143457
3081	18	Woman	0	"Public Sector - Manager"	On-line	No	0	Saloon	9883	Automatic	Diesel		0.32545983833755265
3082	37	Man	0	Retired	Agency	No	19	Estate	18874	Manual	Diesel		0.37608778264866427
3083	72	Man	1	"Private Sector - Employee"	Agency	Yes	13	Estate	19273	Automatic	Diesel		0.07311858105657737
3084	50	Woman	4+	"Private Sector - Manager"	Agency	Yes	12	Saloon	27964	Automatic	Diesel		0.063945454252973821
3086	24	Woman	1	"Private Sector - Director"	On-line	No	6	Sport	17467	Automatic	Petrol		0.16520433816534502
3088	75	Man	2	"Public Sector - Manager"	Agency	No	10	Estate	20284	Manual	Petrol		0.28781450336635928
3089	66	Man	2	"Private Sector - Director"	On-line	No	20	Saloon	26141	Automatic	Diesel		0.20022131545361269
3091	55	Woman	2	Unemployed	Agency	Yes	18	Estate	18419	Automatic	Diesel		0.021930673816333235
3092	62	Woman	1	"Private Sector - Director"	Agency	Yes	19	Saloon	18623	Automatic	Diesel		0.021355254898227365
3093	20	Woman	1	Retired	Agency	No	2	Saloon	24730	Automatic	Petrol		0.028424706310497538
3094	46	Man	4+	"Private Sector - Employee"	Agency	Yes	16	Estate	21699	Manual	Diesel		0.090916227365846897
3095	50	Woman	0	"Public Sector - Manager"	Agency	No	17	Estate	12915	Manual	Diesel		0.2588278435629382
3096	73	Man	2	"Private Sector - Director"	Agency	No	14	Saloon	16055	Automatic	Petrol		0.026119532837211162
3098	49	Woman	1	"Public Sector - Director"	Agency	No	22	Saloon	34487	Automatic	Diesel		-0.045293953066923756
3099	37	Man	1	Student	On-line	Yes	13	Sport	44285	Automatic	Petrol		0.23251464699674357
3101	39	Man	1	Independant	On-line	No	16	Saloon	64983	Automatic	Petrol		0.048254056705945819
3102	30	Man	2	Independant	Agency	No	12	Sport	22855	Automatic	Diesel		0.4112827981128665
3103	74	Woman	4+	Government	Agency	No	18	Estate	23400	Automatic	Diesel		0.0447830552133065
3104	41	Woman	4+	Retired	On-line	No	3	Sport	18062	Automatic	Diesel		0.20397763499846713
3105	43	Man	1	"Public Sector - Manager"	Agency	No	18	Estate	40142	Automatic	Diesel		0.24617291538848005
3106	69	Woman	4+	"Public Sector - Manager"	On-line	No	20	Saloon	35964	Automatic	Diesel		0.14930932502534644
3108	73	Woman	4+	"Private Sector - Director"	Agency	No	12	Saloon	14241	Manual	Diesel		-0.01720399432219416
3109	86	Woman	1	Retired	On-line	No	6	Sport	58289	Automatic	Diesel		0.33167114044660073
3110	51	Woman	4+	"Private Sector - Employee"	On-line	Yes	6	Sport	15563	Automatic	Petrol		-0.01613158858766911
3111	75	Man	2	"Private Sector - Employee"	Agency	No	11	Sport	28572	Automatic	Diesel		0.38529274956878745
3113	41	Woman	4+	"Public Sector - Employee"	On-line	Yes	6	Estate	44856	Automatic	Petrol		-0.12412525845745175
3114	44	Man	0	Independant	Agency	No	4	Saloon	29194	Automatic	Diesel		0.33649654193404244
3115	50	Woman	4+	Independant	Agency	No	5	Sport	27735	Automatic	Diesel		0.22890680112822714
3116	54	Woman	4+	"Private Sector - Employee"	Agency	No	18	Estate	20020	Automatic	Petrol		-0.15138564371038019
3117	47	Man	2	"Private Sector - Director"	On-line	Yes	11	Saloon	31416	Automatic	Diesel		0.19039332788692551
3118	54	Woman	2	"Private Sector - Director"	Agency	Yes	7	Saloon	28600	Manual	Diesel		0.060903224810469336
3119	75	Woman	2	"Private Sector - Director"	Agency	No	18	Sport	28079	Manual	Diesel		0.33628976576592551
3121	70	Woman	4+	Government	Agency	No	20	Estate	35315	Automatic	Petrol		-0.059461156461935769
3122	40	Woman	2	"Private Sector - Director"	Agency	Yes	15	Sport	41053	Automatic	Petrol		0.15257810986887879
3123	73	Man	4+	"Public Sector - Director"	Agency	No	12	Estate	15196	Automatic	Diesel		0.03317236070141269
3124	39	Woman	4+	"Public Sector - Employee"	Agency	Yes	6	Saloon	22952	Automatic	Diesel		0.1056095609372466
3125	42	Man	2	"Private Sector - Employee"	Agency	No	7	Sport	38509	Automatic	Diesel		0.18449643302509713
3126	42	Woman	2	"Public Sector - Manager"	Agency	No	19	Estate	27897	Manual	Diesel		0.11131865293593991
3127	78	Man	1	Unemployed	Agency	No	9	Sport	13454	Automatic	Petrol		0.40435141407783498
3129	19	Man	2	Independant	Agency	Yes	1	Saloon	31386	Automatic	Petrol		0.14784214766895501
3130	61	Woman	2	"Private Sector - Director"	Agency	No	16	Estate	15479	Automatic	Diesel		-0.014589372599804723
3131	24	Woman	2	"Private Sector - Director"	Agency	No	6	Estate	36461	Automatic	Petrol		0.0039282806793016767
3133	37	Man	1	Independant	Agency	Yes	8	Sport	39181	Automatic	Diesel		0.38208208605077909
3134	50	Man	3	Retired	On-line	No	8	Estate	34152	Automatic	Diesel		0.18217931111989
3135	42	Woman	4+	Independant	Agency	No	3	Saloon	34803	Manual	Petrol		-0.13634162382261433
3136	19	Man	4+	Student	On-line	Yes	1	Saloon	21490	Manual	Diesel		0.22973391663845305
3139	37	Man	1	"Private Sector - Director"	On-line	Yes	3	Saloon	30914	Automatic	Diesel		0.25099100709657313
3140	48	Man	1	Government	Agency	No	5	Saloon	32002	Automatic	Diesel		0.18871666060632364
3141	78	Man	2	Student	On-line	No	13	Estate	17241	Manual	Diesel		0.33438474315265021
3142	32	Woman	0	Independant	On-line	Yes	14	Sport	27594	Automatic	Diesel		0.44342654887056354
3143	47	Man	4+	"Public Sector - Manager"	Agency	No	11	Saloon	23847	Automatic	Diesel		0.30710369409698468
3144	46	Woman	0	Government	Agency	No	22	Sport	24350	Manual	Diesel		0.38714788873226336
3145	38	Man	2	Unemployed	Agency	No	5	Saloon	20613	Manual	Diesel		0.23149231296268449
3146	45	Woman	4+	Retired	Agency	No	16	Estate	21608	Automatic	Diesel		0.039575257586623336
3147	23	Woman	4+	Unemployed	Agency	No	5	Sport	25091	Automatic	Petrol		0.20764822555356491
3148	44	Man	2	"Public Sector - Director"	Agency	Yes	21	Estate	22389	Automatic	Petrol		-0.00035724061541947405
3149	77	Man	4+	Independant	On-line	No	4	Estate	21687	Automatic	Petrol		0.26468738087540072
3151	45	Man	1	Unemployed	Agency	No	19	Estate	21373	Automatic	Diesel		0.17665910280141667
3152	52	Woman	1	Unemployed	Agency	No	14	Sport	28038	Automatic	Diesel		0.24165569847967677
3153	68	Woman	0	Independant	Agency	No	5	Sport	16794	Automatic	Petrol		0.20677465183776578
3155	37	Woman	0	"Public Sector - Employee"	Agency	No	17	Estate	31046	Automatic	Diesel		0.26596528506325501
3156	40	Woman	0	Independant	On-line	No	17	Sport	21783	Automatic	Diesel		0.4167612997559953
3157	86	Man	2	"Private Sector - Employee"	Agency	No	20	Sport	31016	Manual	Diesel		0.47342006693686189
3158	45	Woman	4+	Independant	Agency	No	15	Sport	26007	Automatic	Diesel		0.22804931452879534
3160	37	Man	2	"Private Sector - Employee"	Agency	No	5	Saloon	53123	Manual	Diesel		0.072999422860114238
3161	50	Man	4+	Independant	On-line	No	5	Estate	18319	Automatic	Petrol		0.052136158503349211
3164	18	Woman	1	"Private Sector - Manager"	On-line	Yes	0	Sport	38790	Manual	Diesel		0.26753955016971559
3165	51	Woman	1	Unemployed	On-line	Yes	14	Sport	26136	Manual	Diesel		0.24389463657099736
3166	42	Man	0	Unemployed	On-line	No	20	Estate	26415	Automatic	Petrol		0.19560204614822344
3167	25	Man	2	"Public Sector - Director"	On-line	No	6	Sport	36990	Automatic	Diesel		0.32449644179116421
3169	59	Man	0	Independant	Agency	Yes	17	Saloon	23734	Automatic	Petrol		0.23359471036421742
3170	20	Man	0	"Public Sector - Director"	On-line	No	2	Estate	31084	Automatic	Diesel		0.323273359070407
3173	57	Woman	2	"Private Sector - Employee"	Agency	No	10	Saloon	21492	Automatic	Petrol		-0.14399704341004155
3174	43	Man	2	"Public Sector - Employee"	Agency	Yes	6	Saloon	15460	Automatic	Diesel		0.1015938249846403
3176	70	Woman	4+	Government	Agency	No	11	Saloon	28138	Automatic	Petrol		-0.036095435482002336
3178	28	Man	4+	Retired	On-line	Yes	10	Estate	55959	Automatic	Diesel		0.16369580468575184
3179	71	Man	1	Independant	On-line	Yes	5	Sport	27111	Automatic	Petrol		0.26960075143202317
3180	77	Woman	2	Unemployed	Agency	No	7	Saloon	33155	Automatic	Diesel		0.24102384477757074
3181	24	Man	2	Unemployed	Agency	No	6	Saloon	24851	Automatic	Diesel		0.26048231007782929
3183	19	Woman	2	"Private Sector - Director"	On-line	No	1	Saloon	17936	Automatic	Petrol		-0.0086393555166897409
3185	46	Woman	4+	Unemployed	Agency	No	15	Estate	23002	Automatic	Petrol		-0.047122596362795491
3186	20	Man	3	"Private Sector - Employee"	Agency	No	2	Saloon	25622	Manual	Diesel		0.17856784052102498
3187	60	Woman	0	"Public Sector - Manager"	Agency	No	13	Estate	40875	Automatic	Petrol		0.18567520454019748
3188	56	Woman	4+	"Private Sector - Director"	Agency	No	22	Saloon	10146	Automatic	Diesel		-0.012081168140214121
3189	87	Woman	2	Unemployed	Agency	Yes	22	Estate	17054	Manual	Diesel		0.20558237321505771
3190	52	Woman	1	Retired	Agency	No	10	Estate	16293	Automatic	Diesel		-0.012600631509742222
3191	62	Woman	4+	Student	On-line	No	12	Sport	36696	Manual	Diesel		0.19516151806338247
3192	25	Woman	4+	"Public Sector - Manager"	Agency	No	7	Sport	32292	Manual	Diesel		0.40771821384840978
3193	44	Woman	4+	"Private Sector - Manager"	Agency	No	20	Sport	15506	Automatic	Petrol		0.070510063021455585
3196	53	Woman	2	Independant	Agency	No	18	Estate	23723	Manual	Petrol		-0.057172008574418023
3199	34	Man	0	"Private Sector - Employee"	Agency	No	8	Sport	41610	Automatic	Diesel		0.45116038247848878
3200	63	Woman	0	Unemployed	Agency	Yes	20	Sport	48070	Automatic	Diesel		0.29441011816304274
3201	42	Woman	4+	"Private Sector - Director"	Agency	Yes	20	Sport	27324	Automatic	Diesel		0.17528165395914758
3202	74	Woman	1	"Public Sector - Manager"	Agency	Yes	7	Sport	51035	Automatic	Diesel		0.25357455586290101
3203	24	Man	0	Government	Agency	No	4	Sport	17424	Manual	Diesel		0.5517469324016735
3204	57	Woman	2	"Private Sector - Employee"	Agency	No	5	Saloon	31295	Automatic	Diesel		-0.03637119160677614
3205	43	Man	1	Government	On-line	No	16	Sport	28860	Manual	Diesel		0.35297195504055368
3206	24	Woman	1	"Private Sector - Manager"	On-line	No	6	Estate	17036	Manual	Diesel		0.07900680227571269
3207	23	Woman	2	Retired	Agency	No	5	Sport	16862	Manual	Diesel		0.23007366399415619
3208	63	Man	2	Retired	Agency	No	5	Saloon	19973	Automatic	Diesel		0.16693665956196099
3209	49	Man	1	Independant	Agency	No	22	Saloon	24173	Manual	Diesel		0.17880305225809959
3210	68	Woman	1	"Public Sector - Manager"	Agency	Yes	22	Sport	32385	Automatic	Diesel		0.33995632677368159
3211	64	Woman	2	"Public Sector - Manager"	Agency	No	19	Estate	52704	Automatic	Petrol		-0.017454369957795049
3212	72	Woman	2	Retired	Agency	Yes	15	Estate	46379	Automatic	Diesel		-0.039586641193860059
3213	39	Woman	0	"Private Sector - Director"	Agency	No	8	Saloon	14168	Automatic	Diesel		0.19965157432120803
3214	69	Man	4+	Unemployed	Agency	Yes	8	Saloon	36666	Automatic	Petrol		0.073161539221408917
3215	73	Man	0	Unemployed	On-line	No	18	Estate	22352	Automatic	Diesel		0.33141030219897183
3216	36	Man	4+	Unemployed	Agency	No	5	Sport	23581	Automatic	Diesel		0.42709910598366962
3218	38	Man	4+	Unemployed	Agency	Yes	13	Estate	21885	Manual	Diesel		0.23850674710070627
3219	70	Man	2	"Public Sector - Employee"	Agency	No	10	Saloon	16717	Manual	Diesel		0.12130387400598949
3220	51	Woman	2	Independant	On-line	No	16	Estate	29981	Automatic	Diesel		0.042914742174248413
3221	23	Man	4+	Student	Agency	Yes	5	Estate	29423	Manual	Diesel		0.24724356630494662
3222	28	Man	2	"Public Sector - Manager"	On-line	Yes	10	Estate	23953	Automatic	Diesel		0.37026416519798688
3223	50	Man	2	"Private Sector - Employee"	Agency	Yes	13	Estate	39623	Manual	Petrol		-0.02504054845759851
3224	39	Man	4+	"Private Sector - Employee"	Agency	Yes	21	Saloon	22614	Automatic	Diesel		0.15435367637921207
3225	85	Man	1	Student	Agency	Yes	11	Estate	16953	Manual	Petrol		0.20803469534110119
3227	25	Woman	1	"Public Sector - Employee"	Agency	No	6	Saloon	46728	Automatic	Diesel		0.028759455949446157
3228	18	Man	1	Retired	Agency	Yes	0	Sport	23054	Manual	Diesel		0.43141814153472402
3229	67	Man	1	Independant	Agency	No	21	Estate	22401	Manual	Diesel		0.16513302619999806
3230	54	Man	4+	"Public Sector - Manager"	On-line	No	12	Estate	29458	Automatic	Diesel		0.31282910060609614
3231	22	Woman	2	"Private Sector - Employee"	On-line	No	4	Saloon	13582	Automatic	Diesel		-0.034938012739099772
3232	75	Man	4+	Student	Agency	No	3	Estate	19353	Manual	Diesel		0.24673606375136467
3233	45	Man	2	Unemployed	On-line	No	4	Sport	25547	Automatic	Diesel		0.37811357647600141
3234	24	Woman	0	"Public Sector - Manager"	Agency	No	6	Saloon	20972	Automatic	Diesel		0.37083508011473554
3235	60	Woman	1	"Private Sector - Manager"	Agency	No	7	Saloon	34471	Automatic	Petrol		-0.054284289536882635
3236	18	Man	4+	Independant	Agency	No	0	Saloon	30938	Automatic	Diesel		0.24431826573624607
3237	45	Man	2	"Private Sector - Employee"	Agency	No	13	Sport	31620	Manual	Diesel		0.27993214917246323
3238	49	Man	4+	"Public Sector - Director"	On-line	No	10	Saloon	19753	Manual	Diesel		0.080878436943482443
3239	57	Woman	4+	Retired	Agency	No	18	Sport	28219	Automatic	Diesel		0.23985187401201769
3240	49	Woman	2	"Private Sector - Director"	On-line	No	7	Sport	22096	Automatic	Diesel		0.22162786149263539
3242	33	Man	1	"Public Sector - Employee"	Agency	No	15	Estate	21325	Automatic	Diesel		0.23742562393277891
3243	23	Man	0	"Public Sector - Manager"	Agency	No	5	Estate	19976	Manual	Diesel		0.50412379522772321
3244	26	Man	0	"Private Sector - Employee"	On-line	No	8	Sport	12678	Automatic	Diesel		0.43427618789309252
3245	71	Man	0	"Private Sector - Employee"	Agency	Yes	17	Estate	24872	Manual	Diesel		0.25802090711439563
3246	23	Man	2	"Private Sector - Manager"	Agency	Yes	4	Estate	35427	Automatic	Diesel		0.24191788733985842
3247	22	Woman	2	Independant	Agency	No	4	Estate	38635	Automatic	Diesel		0.074064458669697075
3249	53	Woman	2	Retired	Agency	Yes	18	Saloon	25513	Automatic	Diesel		0.06153630334035156
3250	73	Man	4+	Unemployed	Agency	No	22	Sport	14244	Automatic	Diesel		0.29961201188278119
3251	45	Man	1	"Private Sector - Manager"	Agency	Yes	10	Estate	22830	Automatic	Diesel		0.18469371800510984
3252	50	Man	2	"Public Sector - Manager"	Agency	No	4	Estate	30463	Automatic	Diesel		0.31052882647773938
3253	65	Woman	4+	"Private Sector - Manager"	Agency	Yes	10	Estate	18113	Automatic	Diesel		0.017814131565264756
3254	38	Man	2	"Public Sector - Manager"	Agency	Yes	8	Estate	18522	Automatic	Diesel		0.33630097282458027
3255	52	Man	4+	"Private Sector - Director"	Agency	Yes	21	Estate	28791	Automatic	Petrol		0.1045307768773491
3256	72	Woman	2	"Private Sector - Employee"	On-line	No	7	Saloon	40471	Automatic	Diesel		-0.078462892738889373
3258	21	Woman	2	"Private Sector - Director"	Agency	No	3	Estate	25678	Automatic	Diesel		0.12786723976737718
3259	46	Woman	2	"Public Sector - Manager"	Agency	Yes	11	Sport	17980	Automatic	Petrol		0.21996006975965621
3260	52	Woman	2	"Public Sector - Manager"	Agency	No	15	Estate	27729	Manual	Diesel		0.18056417103934511
3261	55	Woman	1	"Public Sector - Director"	Agency	Yes	21	Sport	26015	Manual	Petrol		0.059867809583406803
3262	43	Woman	0	Retired	On-line	Yes	12	Estate	41975	Automatic	Petrol		0.041294705059141429
3263	51	Man	2	"Private Sector - Employee"	Agency	Yes	10	Saloon	30957	Automatic	Diesel		0.1045664298363517
3264	68	Man	1	Government	Agency	Yes	12	Estate	30997	Automatic	Diesel		0.1880784583884442
3266	36	Man	0	Government	Agency	No	12	Saloon	37150	Automatic	Diesel		0.38238548179414611
3267	68	Woman	1	"Private Sector - Manager"	Agency	No	15	Estate	12792	Automatic	Diesel		-0.015637949831882283
3268	73	Man	0	Retired	On-line	No	12	Saloon	43948	Automatic	Petrol		0.1583074778290138
3269	44	Woman	2	Government	Agency	No	16	Sport	26077	Manual	Diesel		0.24242536931068573
3270	56	Woman	4+	"Private Sector - Manager"	Agency	Yes	9	Estate	17918	Manual	Petrol		-0.075691190866611233
3271	50	Woman	2	"Public Sector - Manager"	On-line	Yes	20	Saloon	26151	Automatic	Diesel		0.18212274483101984
3272	48	Man	2	"Public Sector - Manager"	Agency	No	18	Estate	17629	Automatic	Diesel		0.27304571846928155
3273	44	Woman	2	Government	On-line	No	11	Estate	22429	Manual	Diesel		0.043871518557955846
3274	46	Man	2	"Public Sector - Director"	Agency	No	22	Saloon	23190	Automatic	Petrol		0.004522142001024923
3275	25	Woman	2	Independant	Agency	Yes	7	Sport	41460	Automatic	Petrol		0.14230703341543807
